project	cb_halstead_simple	cb_halstead_simple_div	cb_halstead_simple_bt	cb_halstead_inherit	cb_halstead_inherit_div	cb_halstead_inherit_bt
hadoop-common	0.9199351707701537	0.998135973161566	0.9605554326680664	0.8929395855081762	0.9964732686432554	0.9276293413977686
hadoop-hdfs	0.5588049312590235	0.8918620973385798	0.5606420056392792	0.5305201229884461	0.8818623296988779	0.5322233619740528
hbase-server	0.9351738988771466	0.9909192976223068	0.9351808687085322	0.9220618891301571	0.9908813582770112	0.9220732595696559
zookeeper-server	0.9467678469026127	0.9508212914791144	0.9573230959219696	0.9488311254740385	0.9497521508604739	0.9573230959219696
alluxio-core	0.4205551351231137	0.5104172347777381	0.4201838315097426	0.41266680590402544	0.5087924138673318	0.41225115040578925
