project	run	cb_halstead_simple	cb_halstead_simple_effort	cb_halstead_simple_difficulty	cb_halstead_simple_volume	cb_halstead_simple_vocabulary	cb_halstead_simple_length	cb_halstead_simple_div	cb_halstead_simple_effort_div	cb_halstead_simple_difficulty_div	cb_halstead_simple_volume_div	cb_halstead_simple_vocabulary_div	cb_halstead_simple_length_div	cb_halstead_simple_bt	cb_halstead_simple_effort_bt	cb_halstead_simple_difficulty_bt	cb_halstead_simple_volume_bt	cb_halstead_simple_vocabulary_bt	cb_halstead_simple_length_bt	cb_halstead_inherit	cb_halstead_inherit_effort	cb_halstead_inherit_difficulty	cb_halstead_inherit_volume	cb_halstead_inherit_vocabulary	cb_halstead_inherit_length	cb_halstead_inherit_div	cb_halstead_inherit_effort_div	cb_halstead_inherit_difficulty_div	cb_halstead_inherit_volume_div	cb_halstead_inherit_vocabulary_div	cb_halstead_inherit_length_div	cb_halstead_inherit_bt	cb_halstead_inherit_effort_bt	cb_halstead_inherit_difficulty_bt	cb_halstead_inherit_volume_bt	cb_halstead_inherit_vocabulary_bt	cb_halstead_inherit_length_bt
hadoop-common	0	0.9806994063852914	0.9841141702566927	0.9878798968115118	0.9806045242965302	0.9846288962027694	0.9807044102061275	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.8125691407910639	0.8134539859145015	0.813361367631751	0.812153206975692	0.8186842199262117	0.8127201803463108	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
hadoop-common	1	0.9809093181203741	0.984167576323249	0.9879696421881359	0.9805958462562194	0.9847482525595309	0.9805851138981175	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.8126023218678936	0.8138686842105557	0.8135114640961231	0.8123393202973985	0.8194513334793464	0.8122722337783892	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
hadoop-common	2	0.9805855891372807	0.9843770856617179	0.9879711338898459	0.9808757232618266	0.9846828622652648	0.980310430670353	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.8122742723509947	0.8135638363167178	0.8136300527852787	0.8122172328120373	0.8193859803107019	0.8122955022652422	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
hadoop-common	3	0.9803392165859333	0.9840760358075689	0.9879770365296492	0.9808733066244311	0.9844546324325772	0.9807215368584457	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.8122364241536791	0.8136626493364687	0.8135664594149632	0.8124536127845724	0.8192976710237311	0.8123048308587018	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
hadoop-common	4	0.9807540010474574	0.9838635142971613	0.9879733915192221	0.9807273551176737	0.9844746140337093	0.980696066399228	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.8122504867314164	0.8136016785352758	0.8135361199640267	0.8125172733499255	0.8191399858241445	0.8126021756536723	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
hadoop-common	5	0.9806136709588408	0.9836859862331323	0.9877314554935638	0.9804572628408882	0.9846335704695413	0.9808112822350697	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.8122360650593214	0.8137414974699246	0.8136592967544843	0.8125416429660209	0.819413777181351	0.812420796647489	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
hadoop-common	6	0.9805743310598153	0.983874175253066	0.987845516130169	0.9806707776928358	0.9846480075555759	0.9806356668007545	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.8124902870100961	0.8138115046340113	0.813568570830118	0.8123841167744535	0.8191338326494605	0.8119932040979776	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
hadoop-common	7	0.980660023623052	0.9839532909540184	0.9877978908210184	0.9805853700805099	0.9846516968379107	0.9804487376319622	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.8122457524158931	0.8137207053379729	0.8135068026231491	0.8125439005953972	0.8192595966233588	0.8122666964095779	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
hadoop-common	8	0.9805855290885291	0.9836734658373055	0.9877693952177407	0.9807848139976173	0.984758509149347	0.9805148076884247	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.8125400425069569	0.8137153141833832	0.8136517208130676	0.8121436596567073	0.8189636689476093	0.8124469070914812	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
hadoop-common	9	0.9805454461849673	0.9838740780786929	0.9876646795581865	0.9806379244301308	0.9848621426500911	0.9807624528847114	0.988990736929784	0.9877702488078258	0.9897794939086599	0.9881910094555119	0.9893869818313652	0.988990736929784	0.9811116880439501	0.9844027508458825	0.9881769054352545	0.9811116880439501	0.985067002053612	0.9811116880439501	0.812389435086494	0.8137463046279974	0.813688985013866	0.8125416429660209	0.8189000083822562	0.812566956004237	0.9792148026978513	0.8682497637909025	0.9092506144303731	0.9763413393534035	0.9281456597651147	0.9792148026978513	0.8129025814625527	0.8141419574653852	0.8140513777552403	0.8129025814625527	0.8196492366548954	0.8129025814625527
