project	run	cb_halstead_simple	cb_halstead_simple_effort	cb_halstead_simple_difficulty	cb_halstead_simple_volume	cb_halstead_simple_vocabulary	cb_halstead_simple_length	cb_halstead_simple_div	cb_halstead_simple_effort_div	cb_halstead_simple_difficulty_div	cb_halstead_simple_volume_div	cb_halstead_simple_vocabulary_div	cb_halstead_simple_length_div	cb_halstead_simple_bt	cb_halstead_simple_effort_bt	cb_halstead_simple_difficulty_bt	cb_halstead_simple_volume_bt	cb_halstead_simple_vocabulary_bt	cb_halstead_simple_length_bt	cb_halstead_inherit	cb_halstead_inherit_effort	cb_halstead_inherit_difficulty	cb_halstead_inherit_volume	cb_halstead_inherit_vocabulary	cb_halstead_inherit_length	cb_halstead_inherit_div	cb_halstead_inherit_effort_div	cb_halstead_inherit_difficulty_div	cb_halstead_inherit_volume_div	cb_halstead_inherit_vocabulary_div	cb_halstead_inherit_length_div	cb_halstead_inherit_bt	cb_halstead_inherit_effort_bt	cb_halstead_inherit_difficulty_bt	cb_halstead_inherit_volume_bt	cb_halstead_inherit_vocabulary_bt	cb_halstead_inherit_length_bt
hadoop-common	0	0.9385774667935614	0.9312581943335662	0.9383840907492675	0.9281214564776471	0.9354935662181599	0.9264918581842057	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.9163418888747311	0.90929100907861	0.9070194248303958	0.8960297197499297	0.8462247734222803	0.9086128854521442	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
hadoop-common	1	0.9482163414504946	0.9195546115429644	0.9412477281625921	0.9117283267579068	0.9505692692432958	0.9254775680847134	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.916388413279488	0.9124322858054651	0.9166534087764563	0.8995147650417824	0.9213603227330851	0.8864607288771457	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
hadoop-common	2	0.9275614860192329	0.9516319638831074	0.9278788729044138	0.9256756544669501	0.941419127482089	0.9099761627787349	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.8735744915502759	0.9165326595760122	0.9188070130217296	0.8889266957204314	0.9093539842056692	0.8803008397840154	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
hadoop-common	3	0.9153875369588605	0.9207459363353173	0.9433954731931427	0.958735222032828	0.9190573890172223	0.9395517083457416	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.8839275748871847	0.9054942671962899	0.9070324476217011	0.9068399196529371	0.887993371816119	0.8830015447095536	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
hadoop-common	4	0.9496191669710785	0.92368444624341	0.9384430245252745	0.9597460871299085	0.8966117304783499	0.9284388505960622	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.8942758099441411	0.8870928264774126	0.9029117565709396	0.9068844442051969	0.9052574454995723	0.9176678542754494	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
hadoop-common	5	0.950483804512263	0.8746915108604698	0.9288735640176295	0.9150623577023558	0.9307201259132095	0.9377391036544604	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.8843150458654347	0.9338635146919253	0.9144332125730461	0.8964148817009538	0.9158293484541973	0.8882960234550972	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
hadoop-common	6	0.9290413733421442	0.9311023617516011	0.9387369213646124	0.9313441532133905	0.936416493747896	0.9164113226461138	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.8961197071713008	0.9193141985973028	0.9025711502862377	0.8856567928625757	0.9068360660356616	0.8721410438392302	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
hadoop-common	7	0.9360210115247348	0.9474651324973806	0.9315290491332833	0.9395316455763794	0.9098953356400121	0.919696062183911	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.8597657591888457	0.8963741229288341	0.8835517441614416	0.8939036451983761	0.8935977237489555	0.8960235583798454	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
hadoop-common	8	0.9053527840652369	0.9046316428731872	0.9289690646003005	0.9241801941506378	0.9472328776346682	0.9181991926702108	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.9056080443006923	0.9189000971119841	0.9193295331109922	0.8498061424996565	0.8906990108983215	0.9080890406423265	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
hadoop-common	9	0.9273826171086297	0.9285041300541174	0.9275388866667262	0.9358980202120429	0.9607385344204465	0.9388094056827824	0.998135973161566	0.9917727217896882	0.9992658323900143	0.997951410107406	0.9990955908814129	0.998135973161566	0.9605554326680664	0.9612691374541287	0.9626758699199417	0.9605554326680665	0.9611543795141206	0.9605554326680664	0.8994689313650492	0.9180346308369969	0.8981783375804211	0.8989130653846549	0.872422207771585	0.8917800890277727	0.9964732686432554	0.9744387640989512	0.9911905105798104	0.9962165814824558	0.9933247208978491	0.9964732686432554	0.9276293413977686	0.9384256089432821	0.9386640849026996	0.9276293413977686	0.9286053432309529	0.9276293413977686
