org.apache.hadoop.hdfs.TestDFSFinalize	13797.0	73915.0	27.0	3286.0
org.apache.hadoop.hdfs.TestFileAppend4	14345.0	75195.0	33.0	3325.0
org.apache.hadoop.hdfs.TestListFilesInDFS	13774.0	75279.0	19.0	3308.0
org.apache.hadoop.hdfs.TestFileCreationEmpty	13851.0	75496.0	26.0	3321.0
org.apache.hadoop.hdfs.TestClose	13846.0	75627.0	20.0	3322.0
org.apache.hadoop.hdfs.TestRestartDFS	14081.0	76139.0	21.0	3337.0
org.apache.hadoop.hdfs.TestDFSClientSocketSize	14074.0	76408.0	24.0	3350.0
org.apache.hadoop.hdfs.TestDataTransferKeepalive	14492.0	77263.0	32.0	3378.0
org.apache.hadoop.hdfs.TestRollingUpgradeRollback	14741.0	78278.0	31.0	3423.0
org.apache.hadoop.hdfs.TestParallelUnixDomainRead	14372.0	78425.0	18.0	3418.0
org.apache.hadoop.hdfs.TestHdfsAdmin	15014.0	79518.0	33.0	3474.0
org.apache.hadoop.hdfs.TestLeaseRecovery2	15783.0	81554.0	38.0	3540.0
org.apache.hadoop.hdfs.TestReplaceDatanodeOnFailure	15834.0	82873.0	43.0	3559.0
org.apache.hadoop.hdfs.TestReservedRawPaths	16126.0	84463.0	30.0	3610.0
org.apache.hadoop.hdfs.TestRenameWhileOpen	16156.0	85665.0	23.0	3599.0
org.apache.hadoop.hdfs.TestRollingUpgradeDowngrade	15868.0	86009.0	20.0	3594.0
org.apache.hadoop.hdfs.TestSecureEncryptionZoneWithKMS	16528.0	87131.0	30.0	3639.0
org.apache.hadoop.hdfs.TestDFSRemove	16022.0	87390.0	27.0	3617.0
org.apache.hadoop.hdfs.TestDatanodeReport	16531.0	88410.0	31.0	3648.0
org.apache.hadoop.hdfs.TestDFSInputStream	16544.0	89103.0	30.0	3664.0
org.apache.hadoop.hdfs.TestDFSUpgrade	17253.0	90934.0	33.0	3740.0
org.apache.hadoop.hdfs.TestReplaceDatanodeFailureReplication	17073.0	91705.0	39.0	3721.0
org.apache.hadoop.hdfs.TestHFlush	17834.0	93629.0	35.0	3765.0
org.apache.hadoop.hdfs.TestLargeBlock	17392.0	94161.0	37.0	3775.0
org.apache.hadoop.hdfs.TestFetchImage	17501.0	94728.0	25.0	3787.0
org.apache.hadoop.hdfs.TestAppendDifferentChecksum	17696.0	95533.0	32.0	3813.0
org.apache.hadoop.hdfs.DataNodeCluster	17959.0	96446.0	37.0	3884.0
org.apache.hadoop.hdfs.TestSnapshotCommands	18076.0	97571.0	24.0	3930.0
org.apache.hadoop.hdfs.TestMissingBlocksAlert	17984.0	97927.0	30.0	3873.0
