org.apache.hadoop.hbase.TestServerName#testHash	1
org.apache.hadoop.hbase.TestServerName#testGetHostNameMinusDomain	1
org.apache.hadoop.hbase.TestServerName#testShortString	1
org.apache.hadoop.hbase.TestServerName#testRegexPatterns	1
org.apache.hadoop.hbase.TestServerName#testParseOfBytes	1
org.apache.hadoop.hbase.TestServerName#testServerName	1
org.apache.hadoop.hbase.TestServerName#testHostNameCaseSensitivity	1
org.apache.hadoop.hbase.TestServerName#testInterning	1
org.apache.hadoop.hbase.TestServerSideScanMetricsFromClientSide#testRowsSeenMetricWithSync	1
org.apache.hadoop.hbase.TestServerSideScanMetricsFromClientSide#testRowsSeenMetricWithAsync	1
org.apache.hadoop.hbase.TestServerSideScanMetricsFromClientSide#testRowsFilteredMetric	2
org.apache.hadoop.hbase.TestRegionLoad#testRegionLoad	5
org.apache.hadoop.hbase.TestJMXListener#testStart	1
org.apache.hadoop.hbase.TestJMXListener#testStop	1
org.apache.hadoop.hbase.TestJMXListener#testGetRegionServerCoprocessors	5
org.apache.hadoop.hbase.TestClientOperationTimeout#testGetTimeout	1
org.apache.hadoop.hbase.TestClientOperationTimeout#testPutTimeout	1
org.apache.hadoop.hbase.TestClientOperationTimeout#testScanTimeout	1
org.apache.hadoop.hbase.TestMovedRegionsCleaner#testMovedRegionsCleaner	1
org.apache.hadoop.hbase.TestCheckTestClasses#checkClasses	3
org.apache.hadoop.hbase.TestSerialization#testKeyValue	1
org.apache.hadoop.hbase.TestSerialization#testCreateKeyValueInvalidNegativeLength	4
org.apache.hadoop.hbase.TestSerialization#testCompareFilter	1
org.apache.hadoop.hbase.TestSerialization#testTableDescriptor	1
org.apache.hadoop.hbase.TestSerialization#testRegionInfo	1
org.apache.hadoop.hbase.TestSerialization#testRegionInfos	1
org.apache.hadoop.hbase.TestSerialization#testGet	3
org.apache.hadoop.hbase.TestSerialization#testScan	3
org.apache.hadoop.hbase.TestInfoServers#testGetMasterInfoPort	1
org.apache.hadoop.hbase.TestInfoServers#testInfoServersRedirect	1
org.apache.hadoop.hbase.TestInfoServers#testInfoServersStatusPages	1
org.apache.hadoop.hbase.TestInfoServers#testMasterServerReadOnly	1
org.apache.hadoop.hbase.TestHBaseOnOtherDfsCluster#testOveralyOnOtherCluster	1
org.apache.hadoop.hbase.TestGlobalMemStoreSize#testGlobalMemStore	10
org.apache.hadoop.hbase.TestClientClusterMetrics#testDefaults	1
org.apache.hadoop.hbase.TestClientClusterMetrics#testAsyncClient	1
org.apache.hadoop.hbase.TestClientClusterMetrics#testLiveAndDeadServersStatus	3
org.apache.hadoop.hbase.TestClientClusterMetrics#testRegionStatesCount	1
org.apache.hadoop.hbase.TestClientClusterMetrics#testMasterAndBackupMastersStatus	3
org.apache.hadoop.hbase.TestClientClusterMetrics#testOtherStatusInfos	1
org.apache.hadoop.hbase.TestClientClusterMetrics#testObserver	1
org.apache.hadoop.hbase.TestTagRewriteCell#testHeapSize	1
org.apache.hadoop.hbase.TestRegionMetrics#testRegionMetrics	5
org.apache.hadoop.hbase.TestHDFSBlocksDistribution#testAddHostsAndBlockWeight	1
org.apache.hadoop.hbase.TestHDFSBlocksDistribution#testAdd	1
org.apache.hadoop.hbase.TestHRegionLocation#testHashAndEqualsCode	1
