project	run	cb_cyclo	cb_cyclo_bt	cb_cyclo_div	cb_cyclo_halstead_simple_volume	cb_cyclo_halstead_simple_length	cb_cyclo_halstead_simple_vocabulary	cb_cyclo_halstead_simple_volume_vocabulary	cb_cyclo_halstead_simple_volume_length	cb_cyclo_halstead_inherit_volume	cb_cyclo_halstead_inherit_length	cb_cyclo_halstead_inherit_vocabulary	cb_cyclo_halstead_inherit_volume_vocabulary	cb_cyclo_halstead_inherit_volume_length	cb_cyclo_halstead_simple_volume_div	cb_cyclo_halstead_simple_length_div	cb_cyclo_halstead_simple_vocabulary_div	cb_cyclo_halstead_simple_volume_vocabulary_div	cb_cyclo_halstead_simple_volume_length_div	cb_cyclo_halstead_inherit_volume_div	cb_cyclo_halstead_inherit_length_div	cb_cyclo_halstead_inherit_vocabulary_div	cb_cyclo_halstead_inherit_volume_vocabulary_div	cb_cyclo_halstead_inherit_volume_length_div	cb_cyclo_halstead_simple_volume_bt	cb_cyclo_halstead_simple_length_bt	cb_cyclo_halstead_simple_vocabulary_bt	cb_cyclo_halstead_simple_volume_vocabulary_bt	cb_cyclo_halstead_simple_volume_length_bt	cb_cyclo_halstead_inherit_volume_bt	cb_cyclo_halstead_inherit_length_bt	cb_cyclo_halstead_inherit_vocabulary_bt	cb_cyclo_halstead_inherit_volume_vocabulary_bt	cb_cyclo_halstead_inherit_volume_length_bt
hadoop-common	0	0.9743686541445349	0.9758535190999904	0.9998990717212016	0.9759994867892386	0.9759994867892386	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724142	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
hadoop-common	1	0.9741464610497055	0.9758535190999904	0.9998990717212016	0.9759994867892385	0.9759994867892388	0.9762275757667561	0.9759994867892385	0.9759994867892385	0.9758770906724142	0.9758770906724142	0.9760195324957756	0.9758770906724142	0.9758770906724142	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
hadoop-common	2	0.973641601858414	0.9758535190999904	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724142	0.9758770906724142	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
hadoop-common	3	0.9742483043415798	0.9758535190999904	0.9998990717212016	0.9759994867892385	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724142	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724142	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
hadoop-common	4	0.9738056188900894	0.9758535190999903	0.9998990717212016	0.9759994867892385	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724142	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724142	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
hadoop-common	5	0.9752490609534799	0.9758535190999904	0.9998990717212016	0.9759994867892386	0.9759994867892386	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957757	0.9758770906724143	0.9758770906724143	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667562	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
hadoop-common	6	0.974709625978491	0.9758535190999904	0.9998990717212016	0.9759994867892385	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892385	0.9758770906724142	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
hadoop-common	7	0.9737630867794302	0.9758535190999904	0.9998990717212016	0.9759994867892385	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724142	0.9758770906724142	0.9760195324957756	0.9758770906724142	0.9758770906724142	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
hadoop-common	8	0.9732462888034811	0.9758535190999904	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892385	0.9758770906724142	0.9758770906724142	0.9760195324957756	0.9758770906724142	0.9758770906724142	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667562	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
hadoop-common	9	0.9746851108683635	0.9758535190999904	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667561	0.9759994867892386	0.9759994867892386	0.9758770906724142	0.9758770906724142	0.9760195324957756	0.9758770906724142	0.9758770906724142	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9998990717212016	0.9759994867892386	0.9759994867892388	0.9762275757667562	0.9759994867892386	0.9759994867892386	0.9758770906724143	0.9758770906724142	0.9760195324957756	0.9758770906724143	0.9758770906724143
