project	run	cb_cyclo	cb_cyclo_bt	cb_cyclo_div	cb_cyclo_halstead_simple_volume	cb_cyclo_halstead_simple_length	cb_cyclo_halstead_simple_vocabulary	cb_cyclo_halstead_simple_volume_vocabulary	cb_cyclo_halstead_simple_volume_length	cb_cyclo_halstead_inherit_volume	cb_cyclo_halstead_inherit_length	cb_cyclo_halstead_inherit_vocabulary	cb_cyclo_halstead_inherit_volume_vocabulary	cb_cyclo_halstead_inherit_volume_length	cb_cyclo_halstead_simple_volume_div	cb_cyclo_halstead_simple_length_div	cb_cyclo_halstead_simple_vocabulary_div	cb_cyclo_halstead_simple_volume_vocabulary_div	cb_cyclo_halstead_simple_volume_length_div	cb_cyclo_halstead_inherit_volume_div	cb_cyclo_halstead_inherit_length_div	cb_cyclo_halstead_inherit_vocabulary_div	cb_cyclo_halstead_inherit_volume_vocabulary_div	cb_cyclo_halstead_inherit_volume_length_div	cb_cyclo_halstead_simple_volume_bt	cb_cyclo_halstead_simple_length_bt	cb_cyclo_halstead_simple_vocabulary_bt	cb_cyclo_halstead_simple_volume_vocabulary_bt	cb_cyclo_halstead_simple_volume_length_bt	cb_cyclo_halstead_inherit_volume_bt	cb_cyclo_halstead_inherit_length_bt	cb_cyclo_halstead_inherit_vocabulary_bt	cb_cyclo_halstead_inherit_volume_vocabulary_bt	cb_cyclo_halstead_inherit_volume_length_bt
hadoop-common	0	0.9849293074715716	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-common	1	0.9844261822449669	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-common	2	0.9842452228525934	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-common	3	0.9844547690438603	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-common	4	0.9851557325516971	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-common	5	0.985866795757471	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-common	6	0.985072112747561	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-common	7	0.9849982792026791	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-common	8	0.9833421475103623	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-common	9	0.9856071174582022	0.9801096434265524	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9987989820903683	0.9868347992680244	0.9868347992680244	0.9877993910082103	0.9868347992680244	0.9868347992680244	0.985746227684093	0.985746227684093	0.9857160344473781	0.985746227684093	0.985746227684093
hadoop-hdfs	0	0.7241239896378856	0.7661845614014874	0.6522087670422345	0.7539027716551745	0.7534519180748431	0.7545627794718767	0.7539944699648977	0.7538949288129313	0.729222114173523	0.7287093448708193	0.7293592573007907	0.7291991034443834	0.7290486896199863	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.7542474382559392	0.7537641272690077	0.7548255732008105	0.7542474382559392	0.7542474382559392	0.7294302652753261	0.7289469542883945	0.7296813277393227	0.7294302652753261	0.7294302652753261
hadoop-hdfs	1	0.7672709500321607	0.7661845614014874	0.6522087670422345	0.7540003709731485	0.7535466252701234	0.7545544859002402	0.7540375738774949	0.7539863204866657	0.7291771909595753	0.7287380118693557	0.7294119083721762	0.7292583204439257	0.7292068058492941	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.7542474382559392	0.7537641272690077	0.7548255732008105	0.7542474382559392	0.7542474382559392	0.7294302652753261	0.7289469542883945	0.7296813277393227	0.7294302652753261	0.7294302652753261
hadoop-hdfs	2	0.7775248681434761	0.7661845614014874	0.6522544541767374	0.7539769250916054	0.7533974312959523	0.7545932751373523	0.7540431933634889	0.7539231382507652	0.7292438607534099	0.7286772507548815	0.7294125578161569	0.7291091397228527	0.7291465138997281	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.6522392251319031	0.7542474382559392	0.7537641272690077	0.7548255732008105	0.7542474382559392	0.7542474382559392	0.7294302652753261	0.7289469542883945	0.7296813277393227	0.7294302652753261	0.7294302652753261
