project	run	add_ccs_ca	tot_ccm_ca	add_ccm_ca	tot_ccs_ca	tot_pc-sys_ca	add_pc-sys_ca	tot_pc-chg_ca	add_pc-chg_ca	tot_st-sys_ca	add_st-sys_ca	tot_st-chg_ca	add_st-chg_ca	tot_ccm	add_ccm	tot_ccs	add_ccs	tot_pc-sys	add_pc-sys	tot_pc-chg	add_pc-chg	tot_st-sys	add_st-sys	tot_st-chg	add_st-chg
hadoop-common	0	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9854997658251652	0.9130024141613403	0.9847159945734993	0.9984237240420983	0.9914559031450556	0.9988864277461771	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9984539172788133	0.9793599378198682	0.9920667352567666	0.9927497941052418	0.9961106360865598	0.9853500525445138	0.9979708254913737	0.9914893032786561	0.9988864277461771
hadoop-common	1	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9854997658251652	0.9130024141613403	0.9847159945734993	0.9984237240420983	0.9914257099083406	0.9988864277461771	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9807407041589309	0.9926887846469268	0.9933043780018598	0.9962432733302965	0.9854104390179437	0.9980010187280887	0.991610076225516	0.998916620982892
hadoop-common	2	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9854997658251652	0.9130024141613403	0.9847159945734993	0.9983935308053833	0.9914257099083406	0.9988864277461771	0.9916302457812287	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9764591218997288	0.9928365872365033	0.9913351607655708	0.995423227196712	0.9852896660710838	0.9980010187280887	0.9915766760919155	0.9988864277461771
hadoop-common	3	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9854997658251652	0.9130024141613403	0.9847159945734993	0.9984237240420983	0.9914559031450556	0.9988864277461771	0.9916302457812287	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9755168639820149	0.9924147339597061	0.992542445221776	0.9966547554921598	0.985108506650794	0.9979708254913737	0.9915798829888011	0.9988864277461771
hadoop-common	4	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9855600794560457	0.9130024141613403	0.9847159945734993	0.9983935308053833	0.9914257099083406	0.9988864277461771	0.9916000525445138	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9800265914817043	0.9920028776657459	0.9929137810858272	0.9957360711563575	0.985017926940649	0.9980312119648036	0.9914257099083406	0.9988864277461771
hadoop-common	5	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9855600794560457	0.9130024141613403	0.9847159945734993	0.9983935308053833	0.9914559031450556	0.9988864277461771	0.9916302457812287	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9793466694091932	0.9942194735306484	0.9919957578141615	0.9961332105898025	0.9847461878102143	0.9980010187280887	0.9915496897520861	0.998916620982892
hadoop-common	6	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9855600794560457	0.9130024141613403	0.9847159945734993	0.9984237240420983	0.9914257099083406	0.9988864277461771	0.9916000525445138	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9784663373169764	0.9928233654562475	0.9930758523044889	0.997174141348458	0.9854406322546587	0.9979708254913737	0.9915194965153711	0.9988864277461771
hadoop-common	7	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9855600794560457	0.9130024141613403	0.9847159945734993	0.9984237240420983	0.9914559031450556	0.9988864277461771	0.9916302457812287	0.9986350766991031	0.9922341105155282	0.9984539172788133	0.9796879792415191	0.9911579565426981	0.992189701819325	0.9961415890426484	0.9846254148633543	0.9980312119648036	0.9914591100419411	0.9988864277461771
hadoop-common	8	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9855600794560457	0.9130024141613403	0.9847159945734993	0.9984237240420983	0.9914559031450556	0.9988864277461771	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9785826369629743	0.9930905482304075	0.9927000252854605	0.9965212916985589	0.9848065742836443	0.9980010187280887	0.9915194965153711	0.9988864277461771
hadoop-common	9	0.9984539172788133	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9814393407513345	0.909970611964898	0.9854997658251652	0.9130024141613403	0.9847159945734993	0.9984237240420983	0.9914257099083406	0.9988864277461771	0.9916000525445138	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9787819564661356	0.9925137532091287	0.9910712662531556	0.9964405504047724	0.9849877337039341	0.9980614052015186	0.9915766760919155	0.9988864277461771
zookeeper-server	0	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.8842643737418373	0.9667623659421053	0.8872681824239491	0.9883431443721987	0.8950959710736556	0.9249530052115116	0.8960744446548689	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9434554496419278	0.9202302919989619	0.9598446629351403	0.9417705198886154	0.9903000915346253	0.9481373931219269	0.9236211939481935	0.9147945468509985
zookeeper-server	1	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.8852428473230506	0.9667623659421053	0.8867789456333425	0.9883431443721987	0.8946067342830489	0.9249530052115116	0.8950959710736556	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9525061110760404	0.9278338471196403	0.9620668325512559	0.9182801397919604	0.989321617953412	0.9222486129523249	0.9215419375881152	0.9275894479164475
zookeeper-server	2	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.8857320841136573	0.9667623659421053	0.8877574192145558	0.9883431443721987	0.8931390239112289	0.9249530052115116	0.8946067342830489	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9498359127860896	0.9218744520197238	0.9617744302758664	0.9505428073424097	0.9893284129088371	0.9726128225631098	0.9273448295211442	0.944760300275656
zookeeper-server	3	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.8842643737418373	0.9667623659421053	0.8858004720521292	0.9883431443721987	0.8926497871206223	0.9249530052115116	0.8970529182360822	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9439650712988098	0.9213718445103775	0.9586285851061591	0.9194966560051625	0.9912853600712637	0.9545993957311898	0.9421442424369955	0.9254558319129684
zookeeper-server	4	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.8837751369512307	0.9667623659421053	0.8867789456333425	0.9883431443721987	0.8946067342830489	0.9249530052115116	0.8941174974924423	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9446579375600587	0.917369615764998	0.9662731291514985	0.8995398719216661	0.990796123280657	0.9294240858812224	0.9078161276294285	0.9550002981012703
zookeeper-server	5	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.8857320841136573	0.9667623659421053	0.8877574192145558	0.9883431443721987	0.8941174974924423	0.9249530052115116	0.8960744446548689	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9414849125686511	0.9044385963989366	0.9576704963912211	0.9251840336959648	0.9903068864900504	0.9472132791841144	0.9088829356311681	0.9357230095602831
zookeeper-server	6	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.883285900160624	0.9667623659421053	0.8862897088427358	0.9883431443721987	0.8955852078642622	0.9249530052115116	0.8965636814454755	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9400239971522562	0.8802893248181582	0.9603547229762431	0.915718660788811	0.9912921550266889	0.9325429704213398	0.9184977975576739	0.9442642685296243
zookeeper-server	7	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.883285900160624	0.9667623659421053	0.8867789456333425	0.9883431443721987	0.8946067342830489	0.9249530052115116	0.8941174974924423	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9498223228752394	0.9381349995440804	0.9640373696245327	0.9127209894857928	0.9888323811628054	0.934540687316317	0.9050301959051407	0.927915605776852
zookeeper-server	8	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.8827966633700174	0.9667623659421053	0.8882466560051625	0.9883431443721987	0.8955852078642622	0.9249530052115116	0.8965636814454755	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9458812487286858	0.956447185222594	0.9623592348266453	0.9578745642460844	0.9908029182360821	0.9506855014063366	0.8842987869031838	0.9190549839025314
zookeeper-server	9	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9490746585863687	0.884753610532444	0.9667623659421053	0.8862897088427358	0.9883431443721987	0.8936282607018357	0.9249530052115116	0.8955852078642622	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9932491021891154	0.9426738105759317	0.9222280088939391	0.9682232813585001	0.9269366938114176	0.990796123280657	0.9494284346526944	0.9284116375228837	0.9206314135611529
alluxio-core	0	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.8025307301570673	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9938249280727346	0.8603344691151606	0.9946836130580143	0.9061570224205403	0.9933342509382891	0.8915117894968554	0.9862194324888288	0.7945733108705931	0.7692801103837938	0.8384559043788632	0.8389627018692108	0.8668781190640613	0.9943156052071801	0.8597203498033277	0.9950516209088485
alluxio-core	1	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.8047829824093196	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9937022587891232	0.8603344691151606	0.9948062823416257	0.9060343531369289	0.9933342509382891	0.8915117894968554	0.9864647710560516	0.7986233104651472	0.8333794495275855	0.8675877821715811	0.6979512533647338	0.8651396601347533	0.9940702666399573	0.8579013995079056	0.9950516209088485
alluxio-core	2	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.8043325319588691	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9938249280727346	0.8603344691151606	0.9946836130580143	0.9061570224205403	0.9933342509382891	0.8915117894968554	0.9863421017724402	0.8009779159360383	0.8602571055317876	0.8682226229943366	0.8784591594055833	0.8664280740595609	0.9940702666399573	0.8588210326881028	0.9949289516252371
alluxio-core	3	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.8034316310579682	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9937022587891232	0.8603344691151606	0.9946836130580143	0.9061570224205403	0.9933342509382891	0.891389120213244	0.9864647710560516	0.8021229390663119	0.8248138531594453	0.8369663570340802	0.7672709920118076	0.8662030515573107	0.9941929359235687	0.8604563655049959	0.9952969594760712
alluxio-core	4	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.8043325319588691	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9938249280727346	0.8603344691151606	0.9946836130580143	0.9061570224205403	0.9933342509382891	0.8917571280640781	0.986587440339663	0.807874009027829	0.8447156470679824	0.8739903600072763	0.9369199613248331	0.8656303372691988	0.9940702666399573	0.8614588087326357	0.9949289516252371
alluxio-core	5	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.8047829824093196	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9938249280727346	0.8603344691151606	0.9946836130580143	0.9060343531369289	0.9933342509382891	0.8916344587804668	0.9864647710560516	0.7969466106226568	0.8894057643702995	0.7923900397360107	0.9649446479936963	0.8666530965618111	0.9940702666399573	0.8613767715789694	0.9949289516252371
alluxio-core	6	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.8038820815084187	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9938249280727346	0.8603344691151606	0.9946836130580143	0.9060343531369289	0.9933342509382891	0.8916344587804668	0.9863421017724402	0.7964539062584612	0.9025696911653343	0.86161489527729	0.7891223552639326	0.8661827354923382	0.9940702666399573	0.8573896334147113	0.9951742901924598
alluxio-core	7	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.8038820815084187	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9938249280727346	0.8603344691151606	0.9946836130580143	0.9060343531369289	0.9932115816546777	0.8915117894968554	0.9868327789068857	0.7923417801292635	0.7629001672943997	0.8123959154794083	0.8341214454575447	0.8665507433431723	0.9944382744907916	0.8597211226971038	0.9949289516252371
alluxio-core	8	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.80523343285977	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9938249280727346	0.8603344691151606	0.9946836130580143	0.9061570224205403	0.9933342509382891	0.891389120213244	0.9862194324888288	0.7998686595843097	0.7305673707173916	0.8082462867934939	0.8996256283586611	0.8656506533341715	0.9938249280727346	0.8563668741220991	0.9950516209088485
alluxio-core	9	0.986587440339663	0.9061570224205403	0.9930889123710663	0.8915117894968554	0.80523343285977	0.43493298849817075	0.8529046412452295	0.5261693180563846	0.8665921483668935	0.9938249280727346	0.8603344691151606	0.9946836130580143	0.9061570224205403	0.9932115816546777	0.891389120213244	0.9863421017724402	0.7912158567261124	0.8723922745031578	0.7980151968463164	0.8301726207419033	0.8656100212042264	0.9941929359235687	0.8610908008818016	0.9952969594760712
