project	add_ccs_ca	tot_ccm_ca	add_ccm_ca	tot_ccs_ca	tot_pc-sys_ca	add_pc-sys_ca	tot_pc-chg_ca	add_pc-chg_ca	tot_st-sys_ca	add_st-sys_ca	tot_st-chg_ca	add_st-chg_ca	tot_ccm	add_ccm	tot_ccs	add_ccs	tot_pc-sys	add_pc-sys	tot_pc-chg	add_pc-chg	tot_st-sys	add_st-sys	tot_st-chg	add_st-chg
hadoop-common	0.9905630768655688	0.9850767517936198	0.9903015119391859	0.9861241156833903	0.9659737688574098	0.7052127226484042	0.9669017495279499	0.9696397495382495	0.984393097704542	0.98770374365734	0.9783526594087314	0.9948026521426573	0.9850797844358783	0.9902855561054854	0.9861241156833903	0.9905637316406016	0.9597574501704631	0.930115011532111	0.9873444255121486	0.9970156096979484	0.9845865664958964	0.9894987921796176	0.9784653017365142	0.9961706271897209
zookeeper-server	0.9926503389815702	0.9926503389815702	0.9926503389815702	0.9926503389815702	0.9497616426460488	0.8981542237084086	0.9427364904465833	0.8657257283636025	0.9843710715777015	0.8975092575341744	0.9311021328572778	0.9026071744423285	0.9926503389815703	0.9926503389815701	0.9926503389815702	0.9926503389815701	0.9454091405910687	0.9272773055629513	0.9482266056565137	0.9229379562766128	0.9854323166573482	0.9416469859081631	0.9383655301742291	0.9416551740642856
alluxio-core	0.9232808541599213	0.8523320679441478	0.9354472253045275	0.7936150670251491	0.7020172156105992	0.4429759837268513	0.745696779677069	0.5373937288510725	0.7308641009606136	0.9380948552468725	0.6754453624415276	0.9376623627863694	0.852290850393248	0.9353566244615126	0.793403146598353	0.9231152062666825	0.6775611585711174	0.816425467905064	0.6999205856306825	0.8366098512333786	0.7303366255180814	0.9393860958739476	0.6746884788929283	0.9384464574184871
